id,뉴스카테고리,뉴스날짜,뉴스제목,뉴스내용,url
205,시황/전망,2025-11-10 09:18:11,"‘초정밀 모션제어’ 져스텍, 코스닥 상장 예심 청구","반도체·디스플레이 기업 등 납품 [본 기사는 11월 10일(09:17) 매일경제 자본시장 전문 유료매체인 ‘ 레이더M ’에 보도 된 기사입니다] 초정밀 모션제어 전문기업 져스텍이 지난 7일 코스닥 소부장(소재·부품·장비) 기술특례 상장을 위한 예비심사 신청서를 한국거래소에 제출했다고 밝혔다. 상장 주관사는 삼성증권이다. 져스텍은 독자적인 기술로 초정밀 모션시스템을 개발, 공급하는 기업이다. 인공지능(AI) 반도체와 같은 미세화 고집적 트렌드에 따라 나노 단위 위치 정밀도를 구현할 정밀 모션제어 기술력이 요구된다. 져스텍은 전후공정 장비에 모션시스템을 납품하고 있다. 주력 제품은 초정밀 모션 스테이지, 인공위성 자세제어 모터, 리니어 모터, DD(Direct Drive) 모터 등이다. 국내외 반도체·디스플레이, 인공위성, 산업용 로봇 기업 등에 공급하고 있다. 특히 져스텍은 과거 해외 의존도가 높았던 모션 제어 분야를 국산화했다. 기술적 완성도를 높여 우주 산업까지 적용 범위를 확장시켰다. 져스텍이 공급하는 인공위성 자세제어 모터는 ITAR 수출 규제 대상으로 국산화가 매우 중요한 품목으로 알려졌다. 이외에도 행성 탐사 로버용 모터, 우주 레이저통신과 같은 고부가가치 산업에 적용 가능한 기술력을 보유하고 있다. 져스텍 관계자는 “정밀 모션 제어는 단순 모터가 아닌 반응속도와 반복 정밀도, 진동억제 알고리즘과 같이 고도의 기술력을 요구하는 솔루션”이라고 말했다. 이어 “당사는 초정밀 모션 제어의 국산화에 성공했을 뿐 아니라 실제 다양한 산업에 제품을 공급하고 있는 만큼 기술력과 시장성을 입증한다고 생각한다”고 전했다. 앞서 져스텍은 기술석 평가에서 고성능 모션 기술과 스마트 모션 기술을 비롯한 핵심 기술의 완성도, 상용화 수준, 시장 경쟁력 면에서 우수한 평가를 받아 A등급을 획득했다.",https://n.news.naver.com/mnews/article/009/0005587253
206,시황/전망,2025-11-10 09:18:05,"[특징주] 금융株, 배당소득 분리과세 완화 추진에 강세","김병기 원내대표 맞이하는 김민석 총리 (서울=연합뉴스) 김성민 기자 = 김민석 국무총리(오른쪽 두번째)가 9일 서울 종로구 총리공관에서 열린 고위당정협의회에서 김병기 원내대표(왼쪽 첫번째)를 맞이하고 있다. 2025.11.9 ksm7976@yna.co.kr (서울=연합뉴스) 임은진 기자 = 은행 등 금융주 주가가 당정이 배당소득 분리과세 완화 방안을 추진하기로 했다는 소식에 10일 장 초반 강세다. 한국거래소에 따르면 이날 오전 9시 5분 현재 KB금융은 전 거래일 대비 5.17% 오른 13만100원에 거래 중이다. 하나금융지주(5.33%)와 신한지주(5.17%) 등도 오르고 있다. 이와 함께 삼성증권(5.31%)과 NH투자증권(5.12%) 등 증권주도 강세다. 이는 당정이 배당소득 분리과세 완화를 추진하기로 한 영향으로 보인다. 은행 등 금융주는 대표적인 고배당주로 꼽힌다. 앞서 박수현 더불어민주당 수석대변인은 전날 국회에서 열린 고위당정협의회 결과 브리핑에서 배당소득 분리과세를 주식시장 배당 활성화를 위해 정부안 35%에서 민주당 의원안인 25%로 완화하는 방안을 추진하기로 했다고 밝혔다. 박 수석대변인은 ""배당소득 분리과세 실효성 제고 방안과 관련, 세수에 큰 영향을 미치지 않으면서도 배당 활성화 효과를 최대한 촉진할 수 있도록 최고세율의 합리적 조정 방안을 마련할 필요가 있다는 데 의견을 모았다""며 ""구체적 세율 수준은 정기국회 논의를 통해 결정하기로 했다""고 말했다. engine@yna.co.kr",https://n.news.naver.com/mnews/article/001/0015732597
207,시황/전망,2025-11-10 09:17:10,배당소득 최고세율 25% 가닥…지주·증권주 ‘불기둥’[특징주],"[이데일리 김경은 기자] 배당소득 분리과세 최고세율 완화 기대감에 지주사 및 증권주가 장 초반 강세다. 10일 엠피닥터에 따르면 이날 오전 9시 8분 기준 효성그룹의 지주사인 HS효성(487570)은 전 거래일 대비 1만원(16.34%) 오른 7만 1200원에 거래되고 있다. 같은 시각 지주사인 코오롱(002020)(12.59%), 한화(000880)(8.17%), SK(034730)(7.68%), 하나금융지주(086790)(6.52%), 하림지주(003380)(6.33%) 등도 강세다. 증권주 중에서는 신영증권(001720)(12.23%), 상상인증권(001290)(11.01%), 부국증권(001270)(8.57%), 유진투자증권(001200)(6.02%), 미래에셋증권(006800)(5.84%) 등이 상승세다. 지주·증권주가 일제히 강세를 보인 건 정부와 여당이 배당소득 분리과세 최고세율을 기존 정부안(35%)보다 완화하기로 뜻을 모으면서다. 당정은 민주당 의견인 25%까지 낮추는 것에 공감대를 형성한 것으로 알려졌다. 박수현 수석대변인은 전날 삼청동 국무총리 공관에서 고위 당정 협의회를 마친 후 기자들과 만나 “세수에 큰 영향을 미치지 않으면서도 배당 활성화 효과를 최대한 촉진할 수 있도록 배당소득 분리과세 최고세율 합리적 조정 방안을 마련할 필요가 있다는 데 의견을 모았다”며 “구체적 세율 수준은 정기국회 논의를 통해 결정하기로 했다”고 말했다.",https://n.news.naver.com/mnews/article/018/0006160603
208,시황/전망,2025-11-10 09:16:12,"신세계, 사업 재편으로 실적 반등 전망에 4%↑[특징주]","[이데일리 박정수 기자] 신세계(004170)가 강세를 보인다. 사업 재편 효과가 더해지며 실적이 본격 반등할 것이란 증권사 분석이 투심에 영향을 미친 것으로 풀이된다. 10일 엠피닥터에 따르면 오전 9시 14분 현재 신세계는 전 거래일보다 4.11%(7900원) 오른 19만 9900원에 거래되고 있다. 남성현 IBK투자증권 연구원은 “3분기 연결 매출액은 2조 8143억원으로 전년 동기 대비 3.9% 증가했고, 영업이익은 998억원으로 같은 기간 7.3% 늘어나며 기대치에 부합했다”며 “상반기 부진이 점진적으로 완화되며 성장세로 전환됐다”고 분석했다. 남 연구원은 “면세점은 출국객 증가에 따른 임대료 부담에도 불구하고 FIT 비중 확대와 수익성 중심 운영으로 마진이 개선됐고, 센트럴시티 호텔 사업 호조와 라이브쇼핑의 뷰티·건기식 판매 확대도 이익 개선을 이끌었다”고 진단했다. 반면 “백화점 사업은 주요 점포 리뉴얼에 따른 비용 부담으로 영업이익이 전년 대비 4.9% 감소한 840억원에 그쳤다”고 설명했다. 그는 “2026년부터는 펀더멘털 개선 폭이 뚜렷해질 것”이라며 “인천공항 DF2 철수에 따른 면세점 이익률 개선, 백화점 리뉴얼 마무리, 센트럴 호텔 성장, 신세계인터·신세계까사 사업 재편 효과가 더해지며 실적이 본격 반등할 것”이라고 내다봤다. 남 연구원은 “JAJU 사업을 신세계까사로 이관한 것도 생활소품과 가구 부문의 시너지를 강화할 전략적 판단”이라며 “내년 실적 조정에도 중장기 성장성은 유효하다”고 덧붙였다.",https://n.news.naver.com/mnews/article/018/0006160602
209,시황/전망,2025-11-10 09:15:17,당정 '온실가스 감축 목표' 합의에 관련주 동반 강세[특징주],"에코바이오 24%↑ [이데일리 신하연 기자] 더불어민주당과 정부가 2035년까지 온실가스 감축 목표를 2018년 대비 53∼61% 감축하는 방안에 의견을 모았다는 소식에 관련주들이 동반 강세를 보이고 있다. 10일 엠피닥터에 따르면 이날 오전 9시14분 현재 에코바이오(038870)는 전거래일 대비 24.12% 오른 3860원에 거래 중이다. 에코바이오는 ESG 전문기업으로 매립지, 유기성폐기물 처리시설 및 하수처리장에서 발생되는 바이오가스를 기반한 신재생에너지(전기, 가스, 수소)와 바이오황 관련 사업을 추진하고 있다. 같은 시각 에코아이(448280)(20.76%), 그린케미칼(083420)(8.18%), 에어레인(163280)(5.59%), 켐트로스(220260)(4.69%) 등 관련주도 강세를 보이고 있다. 지난 9일 민주당 박수현 수석대변인은 국회에서 열린 고위당정협의회 결과 브리핑에서 “기후변화에 관한 정부 간 협의체(IPCC) 권고와 헌법재판소의 결정, 미래세대의 부담, 국내 산업 여건 등을 종합적으로 고려하고 공청회 의견을 수렴해 ‘2035 국가 온실가스 감축 목표’(2035 NDC)를 이같이 정하는 데 공감대를 형성했다”고 말했다. 또 “탄소 다(多)배출 제조업 중심의 산업 구조 여건과 감축 기술의 실현 가능성, 글로벌 경쟁 여건 등을 고려해 산업 부문의 감축 부문을 완화했으며, ‘KGX 녹색전환전략’을 수립해 우리 기업의 탈탄소 산업 전환 지원 및 녹색 산업 육성을 적극 추진하겠다”고 덧붙였다.",https://n.news.naver.com/mnews/article/018/0006160600
210,시황/전망,2025-11-10 09:15:10,[속보] 코스피 개장 직후 4000선 회복,"[서울경제] 코스피지수가 장 초반 4000선을 회복했다. 10일 오전 9시28분 코스피지수는 2.29% 상승한 4045.22를 기록하고 있다. 기관이 2497억 원, 외국인이 624억 원 순매수하며 지수 상승을 견인하고 있고, 개인 홀로 2931억 원어치 매도하고 있다. 시가총액 상위 종목 대부분 상승세다. 삼성전자(005930) 가 전일 대비 0.82% 오른 98만 8700원에 거래되고 있고, SK하이닉스(000660) 는 2.93% 오른 59만 7000원에 거래되며 60만원 재돌파를 눈앞에 뒀다. 이밖에 현대차(005380) (2.27%), 두산에너빌리티(034020) (1.41%), 한화에어로스페이스(012450) (5.42%) 등도 오르고 있다. 같은 시각 코스닥지수도 0.53% 오른 881.43를 기록하고 있다. 개인과 기관이 각각 789억 원, 8억 원을 순매수하고 있는 반면, 외국인은 791억 원어치를 팔고 있다.",https://n.news.naver.com/mnews/article/011/0004553843
211,시황/전망,2025-11-10 09:14:35,기관 매수세에 4000피 회복…증권·금융주 강세,"[개장시황] (서울=뉴스1) 안은나 기자 = 10일 오전 서울 중구 하나은행 본점 딜링룸 전광판에 코스피, 코스닥, 지수와 달러·원 환율이 나오고 있다. 이날 코스피는 38.11포인트(0.96%) 오른 3991.87로 출발 했다. 2025.11.10/뉴스1  Copyright (C) 뉴스1. All rights reserved. 무단 전재 및 재배포,  AI학습 이용 금지. /사진=(서울=뉴스1) 안은나 기자 기관투자자 매수세에 힘입어 코스피가 4000선을 회복했다. 10일 오전 9시9분 기준 코스피는 전거래일 대비 56.35포인트(1.43%) 오른 4100.11을 나타내고 있다. 기관투자자가 993억원 순매수 중이고 개인투자자와 외국인투자자는 각각 679억원, 271억원 순매도 중이다. 업종별로는 증권이 4%대 강세를 금융이 3%대 강세를 보인다. 보험과 유통도 2%대 강세다. 통신은 1%대 강세를 비금속, 운송장비, 운송창고, 화학, 금속, 제조, 음식료 담배, 전기·전자, IT서비스는 강보합세를 보인다. 기계장비, 의료정밀, 전기·가스, 부동산, 건설, 오락문화는 약보합권에 머문다. 시가총액 상위종목에서는 KB금융이 5%대 강세를 신한지주가 4%대 강세를 보인다. 기아, 현대차, 한화에어로스페이스는 1%대 강세를 보인다. 셀트리온, SK하이닉스, 삼성전자는 강보합권에 머문다. 삼성바이오로직스, HD현대중공업은 보합권에 머물고 두산에너빌리티는 약보합권에 그친다. LG에너지솔루션은 1%대 약세다. 코스닥은 전 거래일 대비 0.54포인트(0.06%) 하락한 876.27을 나타낸다. 개인투자자와 기관투자자가 각각 648억원, 25억원 순매수 중이고 외국인투자자는 676억원 순매도 중이다. 업종별로는 통신, IT서비스가 1%대 강세를 음식료 담배, 운송창고, 섬유·의류, 의료정밀, 유통이 강보합권에 머문다. 출판매체, 화학, 건설, 제조, 전기·전자는 약보합권에 머물고 기계장비는 1%대 약세를 보인다. 시가총액 상위종목에서는 코오롱티슈진이 8%대 강세를 HLB가 4%대 강세를 보인다. 리가켐바이오, 에이비엘바이오, 리노공업, 알테오젠은 강보합권에 머물고 에코프로비엠은 약보합에 그친다. 파마리서치, 에코프로는 1%대 약세를 레인보우로보틱스, 펩트론은 2%대 약세를 보인다. 서울 외환시장에서 원/달러 환율은 전 거래일 대비 0.1원 오른 1457원에 주간 거래를 시작했다.",https://n.news.naver.com/mnews/article/008/0005275666
212,시황/전망,2025-11-10 09:13:31,"코스피 오르고, 환율 내리고","(서울=연합뉴스) 이진욱 기자 = 10일 오전 서울 중구 하나은행 본점 딜링룸 현황판에 코스피, 원/달러 환율이 표시돼 있다. 이날 코스피는 상승 출발해 개장 직후 4,000선을 재돌파했다. 코스피는 이날 오전 9시 3분 현재 전장보다 59.79포인트(1.51%) 오른 4,013.55에 거래되고 있다. 2025.11.10 cityboy@yna.co.kr",https://n.news.naver.com/mnews/article/001/0015732586
213,시황/전망,2025-11-10 09:13:19,"코스피 오르고, 환율 내리고","(서울=연합뉴스) 이진욱 기자 = 10일 오전 서울 중구 하나은행 본점 딜링룸 현황판에 코스피, 원/달러 환율이 표시돼 있다. 이날 코스피는 상승 출발해 개장 직후 4,000선을 재돌파했다. 코스피는 이날 오전 9시 3분 현재 전장보다 59.79포인트(1.51%) 오른 4,013.55에 거래되고 있다. 2025.11.10 cityboy@yna.co.kr",https://n.news.naver.com/mnews/article/001/0015732585
214,시황/전망,2025-11-10 09:13:00,"코스피 오르고, 환율 내리고","(서울=연합뉴스) 이진욱 기자 = 10일 오전 서울 중구 하나은행 본점 딜링룸 현황판에 코스피, 원/달러 환율이 표시돼 있다. 이날 코스피는 상승 출발해 개장 직후 4,000선을 재돌파했다. 코스피는 이날 오전 9시 3분 현재 전장보다 59.79포인트(1.51%) 오른 4,013.55에 거래되고 있다. 2025.11.10 cityboy@yna.co.kr",https://n.news.naver.com/mnews/article/001/0015732584
215,시황/전망,2025-11-10 09:11:16,상장 첫날 '따따블' 이노테크…둘째날도 '상한가' 직행[특징주],"[이데일리 권오석 기자] 이노테크(469610)가 코스닥 상장 첫날 300% 급등 후 마감한 데 이어, 둘째날에도 상한가를 기록하고 있다. 10일 엠피닥터에 따르면, 이노테크는 이날 오전 9시 6분 기준으로 전 거래일 대비 29.93% 오른 7만 6400원 상한가에 거래되고 있다. 이노테크는 앞서 지난 7일 코스닥에 상장한 첫날 공모가(1만4700원) 대비 300% 오른 5만 8800원에 거래를 마쳤다. 올해 공모주가 상장 첫날 ‘따따블’을 기록한 것은 지난 2월 위너스 이후 처음이다. 2013년 설립된 이노테크는 신뢰성 환경시험 장비와 특수 시험장비 개발·제조에 특화된 복합 신뢰성 환경시험 장비 전문 기업이다. 복합 신뢰성 환경시험 장비는 전자제품과 부품이 온도·습도·진동·진공 등 가혹한 조건에서 성능 저하나 결함이 발생하는지를 검증하는 핵심 설비다. 해당 장비는 디스플레이, 반도체, 2차전지, 자동차 등 주요 산업에서 안정적 양산과 고품질 제품 출시에 필수적인 역할을 수행한다. 이노테크는 이번 공모를 통해 확보한 자금을 △신규 산업(반도체·2차전지 등) 대응 장비 개발 △글로벌 고객 대응 인프라 강화 △R&D 투자 확대 등에 활용할 계획이다.",https://n.news.naver.com/mnews/article/018/0006160592
216,시황/전망,2025-11-10 09:11:15,"코스피, 상승 출발해 4000선 회복…증권株↑","“외국인 순매도 완화, 지수 회복력 부여” 배당소득 최고세율 완화에 증권·금융주 훈풍 [이데일리 원다연 기자] 코스피 지수가 10일 상승 출발해 4000선을 회복했다. 엠피닥터에 따르면 이날 오전 9시 7분 현재 코스피 지수는 전 거래일 대비 1.36% 오른 4007.52에 거래되고 잇다. 코스피 시장에서는 장 초반 외국인과 개인이 각각 662억원, 120억원 규모를 순매도하고 기관이 789억원 규모를 순매수하고 있다. 지난주 뉴욕증시 3대 주가시주는 혼조로 마감했다. 인공지능(AI) 버블론과 미국 연방 정부의 셧다운(일시 업무 정지) 해제 기대감이 혼재한 영향이다. 7일(현지시간) 뉴욕증권거래소(NYSE)에서 장 마감 무렵 다우존스30산업평균지수는 전장보다 74.80포인트(0.16%) 오른 4만 6987.10에 거래를 마감했다. 스탠더드앤드푸어스(S&P) 500지수는 전장보다 8.48포인트(0.13%) 상승한 6728.80, 나스닥종합지수는 49.46포인트(0.21%) 내린 23,004.54에 장을 마쳤다. 한지영 키움증권 연구원은 “번이주에도 시장은 변동성 확대 국면에 놓여 있겠으나, 셧다운 해소, 긍정적인 AI 수요 전망 재확인 등 잠재적인 상방 재료들도 대기하고 있다는 점에 주목할 필요가 있다”며 “국내 증시에서는 외국인 수급과 원·달러 향방이 중요하며, 둘 다 지난주 과도하게 움직인 측면이 있는 만큼 이번주에는 외국인 순매도 완화, 원·달러 환율 진정 등이 출현하면서 지수 회복력을 부여할 전망”이라고 밝혔다. 업종별로 보면 증권(3.94%), 보험(2.93%), 금융(2.92%) 등이 큰 폭으로 오르고 있다. 주말 사이 당정이 배당소득 분리과세 최고세율을 기존 정부안 35%에서 완화하기로 가닥을 잡았단 소식이 전해진 영향으로 풀이된다. 반면 건설(-0.48%), 오락문화(-0.44%), 기계장비(-0.43%) 등은 하락하고 있다. 같은 시간 코스닥 지수는 전 거래일 대비 0.03% 내린 876.59에 거래도고 있다. 코스닥 시장에서는 외국인이 754억원 규모를 순매도하는 반면 기관과 개인이 각각 24억원, 725억원 규모를 순매수하고 있다. 7일 서울 중구 하나은행 딜링룸 현황판에 코스피 지수 등이 표시되고 있다. (사진=연합뉴스)",https://n.news.naver.com/mnews/article/018/0006160591
217,시황/전망,2025-11-10 09:11:10,"한국타이어, 3Q '어닝 서프라이즈'에 12% 강세[특징주]","[이데일리 이용성 기자] 한국타이어앤테크놀로지(161390)가 3분기 호실적에 장 초반 강세를 보이고 있다. 10일 엠피닥터에 따르면 오전 9시 4분 현재 한국타이어는 전 거래일 대비 12.06% 오른 5만 5300원에 거래되고 있다. 앞서 한국타이어는 올해 3분기 연결 기준 매출액 5조 4127억 원, 영업이익 5859억 원을 기록했다고 밝혔다. 타이어 부문의 경우 매출은 전년 동기 대비 11.2% 증가한 2조 7070억 원, 영업이익은 10.4% 증가한 5192억 원으로 역대 분기 기준 최대 실적을 달성했다. 한국타이어는 “글로벌 교체용 시장 판매 및 신차용 타이어 공급 증가와 고인치 타이어 판매 비중 확대로 매출이 증가했다”며 “영업이익에서는 재료비·운임 감소가 미국 자동차 부품 관세 영향을 일부 상쇄했다”고 설명했다. 증권가에서는 실적 눈높이를 높이며 기대감을 드러내고 있다. 신윤철 키움증권 연구원은 “투입 원재료비 및 물류비 업황이 4분기에 추가적으로 안정화가 기대된다”며 “국내 타이어 업종 전반에 걸쳐 4분기와 내년 실적 추정치를 상향 조정한다”고 전했다.",https://n.news.naver.com/mnews/article/018/0006160589
218,시황/전망,2025-11-10 09:10:59,코스피 '4000선 회복',"(서울=뉴스1) 안은나 기자 = 10일 오전 서울 중구 하나은행 본점 딜링룸 전광판에 코스피, 코스닥 지수와 달러·원 환율이 나오고 있다. 이날 코스피는 38.11포인트(0.96%) 오른 3991.87로 출발 했다. 2025.11.10/뉴스1",https://n.news.naver.com/mnews/article/421/0008593887
219,시황/전망,2025-11-10 09:10:14,"롯데쇼핑, 성수기 앞둔 호실적 기대에 6%↑[특징주]","[이데일리 박정수 기자] 롯데쇼핑(023530)이 강세를 보인다. 4분기 성수기를 앞두고 양호한 성장을 기록하고 있다는 증권사 분석이 투심을 자극한 것으로 풀이된다. 10일 엠피닥터에 따르면 오전 9시 7분 현재 롯데쇼핑은 전 거래일보다 6.02%(4000원) 오른 7만 500원에 거래되고 있다. 유정현 대신증권 연구원에 따르면 롯데쇼핑의 3분기 순매출액은 3조 4101억원으로 전년 대비 4% 줄고, 영업이익은 1305억원으로 전년 대비 16% 줄면서 시장 기대치를 하회했다. 백화점의 경우 국내 기존점은 3%의 성장률을 기록했다. 소비 심리 회복으로 대형점 중심의 회복이 시작됐다는 설명이다. 3분기 지방 점포에 대한 보유세(81억원) 발생에도 매출 성장에 따라 국내 부문의 영업이익은 9% 증가했다. 해외 부문은 베트남 법인 손익이 대폭 개선되며 영업이익 610억원이 개선됨에 따라 백화점 전체 영업이익은 전년 동기 대비 18% 늘었다. 대형마트의 경우 민생회복 지원금 사용처에서 제외되며 트래픽 감소로 국내 매출이 10% 줄면서 영업이익이 대폭 감소했다. 다만 백화점과 마찬가지로 베트남 마트 영업이익이 크게 증가하며 해외 사업은 성장성을 확인했다는 설명이다. 홈쇼핑과 e커머스 부문은 실적이 개선되었으며 하이마트는 전년 동기에 반영됐던 일회성 이익 영향으로 이익이 감소했으나 전반적으로 부진에서 벗어났다고 유 연구원은 전했다. 유 연구원은 “4분기 백화점 기존점 성장률이 10%를 상회하며 매우 양호한 성장 기록하고 있는 중”이라며 “4분기는 연중 이익의 비중이 가장 큰 시기로 최근 외국인 관광객 수가 크게 늘면서 주요 점포의 외국인 매출 비중이 빠르게 상승함에 따라 이익의 대부분을 차지하는 백화점 손익이 크게 개선되며 대형마트 손익 개선에 큰 기대를 하지 않아도 4분기 실적 개선은 어렵지 않을 전망”이라고 밝혔다.",https://n.news.naver.com/mnews/article/018/0006160587
220,시황/전망,2025-11-10 09:07:12,"코스피, 상승 출발해 개장 직후 4,000선 재돌파","코스피 오르고, 환율 내리고 (서울=연합뉴스) 이진욱 기자 = 10일 오전 서울 중구 하나은행 본점 딜링룸 현황판에 코스피, 원/달러 환율이 표시돼 있다. 이날 코스피는 상승 출발해 개장 직후 4,000선을 재돌파했다. 코스피는 이날 오전 9시 3분 현재 전장보다 59.79포인트(1.51%) 오른 4,013.55에 거래되고 있다. 2025.11.10 cityboy@yna.co.kr (서울=연합뉴스) 고은지 기자 = 코스피가 10일 상승 출발해 개장 직후 4,000선을 재돌파했다. 코스피는 이날 오전 9시 3분 현재 전장보다 59.79포인트(1.51%) 오른 4,013.55에 거래되고 있다. 지수는 전장 대비 38.11포인트(0.96%) 오른 3,991.87로 시작해 오름폭을 키우고 있다. 같은 시각 코스닥 지수는 1.92포인트(0.22%) 상승한 878.73이다. eun@yna.co.kr",https://n.news.naver.com/mnews/article/001/0015732574
221,시황/전망,2025-11-10 09:06:19,"코스피, 장 초반 4000선 등락…원·달러 환율 1457원 개장","10일 오전 서울 중구 하나은행 본점 딜링룸 현황판에 코스피, 원·달러 환율이 표시돼 있다. 이날 코스피는 상승 출발해 개장 직후 4000선을 재돌파했다./사진=연합뉴스 상승 출발한 코스피가 장 초반 4000선에서 오르내리고 있다. 10일 오전 9시6분 현재 전장 대비 39.05포인트(0.99%) 오른 3992.81을 가리키고 있다. 3991.87에 개장한 코스피는 장중 4017.24까지 오르기도 했다. 현재 4000선에서 등락을 반복하고 있다. 유가증권시장에서 기관과 개인은 각각 451억원, 87억원을 순매수하고 있다. 외국인은 418억원을 순매도하는 중이다. KB금융(5.17%), 신한지주(4.26%) 등 금융주가 강세를 보이고 있다. 기아(1.73%), 현대차(1.33%), 한화에어로스페이스(1.3%), 셀트리온(0.75%), SK하이닉스(0.52%), 삼성전자(0.41%) 등 코스피 시가총액 순위 상위주가 대부분 오르고 있다. 코스닥 지수는 전장 대비 4.12포인트(0.47%) 내린 872.69에 거래되고 있다. 882.44에 상승 출발한 코스닥 지수는 장중 하락 전환했다. 코스닥 시장에서 외국인은 1071억원을 순매도하고 있다. 개인은 999억원, 기관은 84억원을 순매수하는 중이다. 코스닥 시가총액 순위 상위주 흐름은 엇갈리고 있다. 삼천당제약(-3.4%), 레인보우로보틱스(-3.21%), 에코프로(-2.75%), 펩트론(-1.92%), 파마리서치(-1.43%), 에코프로비엠(-1.06%), 케어젠(-0.77%), 보로노이(-0.25%)는 하락 중이다. 반대로 코오롱티슈진(5.76%), HLB(4.83%), 리가켐바이오(0.47%), 리노공업(0.18%)은 오르고 있다. 원·달러 환율은 전장 대비 0.1원 오른 1457원에 개장했다. 현재 환율은 1454.5원을 가리키고 있다. 7일(현지시간) 뉴욕증권거래소(NYSE)에서 다우존스30산업평균지수는 전장보다 74.8포인트(0.16%) 오른 4만6987.1에 장을 마쳤다. 스탠더드앤드푸어스(S&P)500지수는 8.48포인트(0.13%) 상승한 6728.8, 나스닥종합지수는 49.46포인트(0.21%) 내린 2만3004.54에 거래를 마감했다. 당시 민주당이 임시 예산안 타협안을 공화당에 제안했다는 소식이 전해지며 투자심리가 개선됐다. 미국 연방정부 셧다운(일시 업무정지)이 끝날 것이란 기대감이 커지면서다. 8일, 미국 상원은 5시간 동안 회의했지만, 협상이 타결되지 않아 우려가 다시 커졌다. 다만 9일 미국 현지 정치전문 매체 더힐과 악시오스 등은 최대 10명의 민주당 상원 의원이 셧다운을 끝내기 위해 공화당의 단기 지출법안에 찬성표를 던질 것으로 예상했다.",https://n.news.naver.com/mnews/article/015/0005209043
222,시황/전망,2025-11-10 09:04:23,[코스닥] 5.63포인트(0.64%) 오른 882.44 출발,[서울경제] [코스닥] 5.63포인트(0.64%) 오른 882.44 출발,https://n.news.naver.com/mnews/article/011/0004553835
223,시황/전망,2025-11-10 09:03:14,"[코스피] 38.11포인트(0.96%) 오른 3,991.87 출발","[서울경제] [코스피] 38.11포인트(0.96%) 오른 3,991.87 출발",https://n.news.naver.com/mnews/article/011/0004553833
